STATIONNAME,LONGITUDE,LATITUDE,ELEVATION_METER,COUNTRY,CROP,YA,YW,YW-YA,YP,YP-YA,WPP,WPA,CROPPING_INTENSITY,YW_CV_TEMPORAL,YP_CV_TEMPORAL,YA_CV_TEMPORAL,CLIMATEZONE,AREA_IN_CLIMATEZONE_HA,,,
Dédougou,-3.483,12.467,299,Burkina Faso,millet,0.99248333,3.202433502,2.209950172,5.188303514,4.195820184,8.795999576,2.72601537,1,0.446605212,0.075383523,0.124731607,10201,37943,,,
Fada Ngourma,0.367,12.033,294,Burkina Faso,millet,0.765633473,3.436115394,2.670481922,4.301383237,3.535749764,11.23046226,2.502365849,1,0.223441206,0.047869724,0.305535408,10201,62656,,,
Gaoua,-3.183,10.333,339,Burkina Faso,millet,0.637541748,5.072042538,4.43450079,5.110987479,4.473445731,14.5378839,1.827371882,1,0.066650007,0.063027521,0.275810673,10301,50149,,,
Ouahigouya,-2.417,13.567,315,Burkina Faso,millet,0.818752103,3.161313557,2.342561454,4.313675174,3.494923071,9.84091669,2.548709924,1,0.362494947,0.060418521,0.147131723,10101,116859,,,
Pô,-1.15,11.15,322,Burkina Faso,millet,0.983712662,4.441649371,3.457936709,5.553186541,4.569473879,12.32117379,2.728827437,1,0.209376601,0.038961588,0.06919157,10201,77027,,,
bur_rfmt1,-1.728960003,14.02030566,308,Burkina Faso,millet,0.584460778,2.64131419,2.056853411,4.374257468,3.78979669,7.047732826,1.559497703,1,0.486829423,0.105138985,0.12811865,10001,160566,,,
Adet,37.48,11.27,2240,Ethiopia,millet,1.704166667,5.460697674,3.756531008,6.022151163,4.317984496,10.53178684,3.286744871,1,0.362826942,0.238230413,0.208068812,6701,43550,,,
Assosa,34.52,10.07,1575,Ethiopia,millet,1.235666667,6.326214032,5.090547366,6.342325581,5.106658915,13.36317673,2.610160194,1,0.101250959,0.099537849,0.319221383,7501,6257,,,
Ayira,35.33,9.06,1700,Ethiopia,millet,1.850833333,5.950999446,4.100166113,6.084767442,4.233934109,12.23071523,3.803901454,1,0.149374163,0.101540143,0.356663972,7701,28663,,,
Bahir Dar,37.38,11.58,1790,Ethiopia,millet,1.924333333,3.223575033,1.2992417,4.204534884,2.28020155,8.185380776,4.886314391,1,0.500232206,0.350419655,0.16660405,6601,12557,,,
Gelemso,40.525,8.809,1810,Ethiopia,millet,1.841833333,5.175779754,3.33394642,7.05627907,5.214445736,11.00401035,3.915845347,1,0.387774549,0.079343337,0.168580557,7401,440,,,
Gondar,37.4715,12.59,1967,Ethiopia,millet,2.289833333,3.69690875,1.407075417,4.269883721,1.980050388,10.04921522,6.224397066,1,0.433548928,0.276940775,0.044374354,7501,13956,,,
Gore,35.53,8.02,1880,Ethiopia,millet,1.5175,5.743184755,4.225684755,5.746802326,4.229302326,14.22356355,3.758238436,1,0.120052556,0.12090554,0.161069013,7801,3143,,,
Kobo,39.63,12.15,1500,Ethiopia,millet,1.5174,1.165813953,0,2.834825581,1.317425581,3.558880717,4.63216758,1,0.626937253,0.470099549,0.486278003,7201,258,,,
Melkassa,39.33,8.4,1550,Ethiopia,millet,1.9734,1.901179245,0,5.469709302,3.496309302,5.384526154,5.589070015,1,1.095215292,0.308422929,0.12947996,7201,1058,,,
Nekemte,36.54,9.09,2110,Ethiopia,millet,2.243666667,7.197997674,4.954331008,7.240465116,4.99679845,15.19675738,4.73693651,1,0.081368648,0.079223446,0.140889584,6801,7814,,,
Pawe,36.403,11.31,1100,Ethiopia,millet,1.896166667,5.035639535,3.139472868,5.148139535,3.251972868,8.730551192,3.287483156,1,0.07230065,0.056409621,0.148773334,8601,2272,,,
Shire Endasilasse,38.334,14.1,1920,Ethiopia,millet,2.227666667,3.633846899,1.406180233,5.74622093,3.518554264,9.061498442,5.554994085,1,0.341145265,0.087290696,0.098660529,7201,40219,,,
Bolgatanga,-0.867,10.8,180,Ghana,millet,1.069331566,3.001232506,1.931900939,3.859579093,2.790247527,7.971895805,2.840366353,1,0.307176448,0.119821146,0.130122437,10301,50094,,,
Wa,-2.5,10.067,323,Ghana,millet,0.862180962,4.787323915,3.925142953,4.991032351,4.128851389,10.50150617,1.891285997,1,0.132126012,0.078071805,0.350003413,10301,54882,,,
Yendi,-0.004,9.432,197,Ghana,millet,1.3913994,4.553947786,3.162548386,4.797029872,3.405630472,10.17060839,3.107496852,1,0.202125279,0.181563422,0.196105907,10401,19590,,,
Eldoret,35.3,0.483,2120,Kenya,millet,0.9285875,6.178312377,5.249724877,6.691004286,5.762416786,14.15866605,2.128018059,1,0.231056307,0.131554294,0.144099592,6401,701,,,
Embu,37.575,-0.485,1350,Kenya,millet,0.9285875,2.305002493,1.376414993,6.880533962,5.951946462,7.728877843,3.113636266,1,0.63909801,0.117526838,0.144099592,7401,868,,,
Kakamega,34.46,0.17,1530,Kenya,millet,0.9285875,4.517102048,3.588514548,4.613307121,3.684719621,11.20913209,2.304278236,1,0.125484805,0.108564679,0.144099592,7701,9906,,,
Kericho,35.16,-0.22,2093,Kenya,millet,0.9285875,8.13078508,7.20219758,8.46065393,7.53206643,12.05049878,1.376243798,1,0.094085588,0.051840808,0.144099592,7501,1125,,,
Kisii,34.7886,-0.6831,1171,Kenya,millet,0.9285875,4.680971416,3.752383916,5.908590523,4.980003023,7.934639278,1.57403372,1,0.336704646,0.112538204,0.144099592,6801,4862,,,
Kisumu,34.7349,-0.072,1146,Kenya,millet,0.9285875,3.897417574,2.968830074,4.258507285,3.329919785,8.480010982,2.020423024,1,0.187009338,0.083007684,0.144099592,7601,1566,,,
Kitale,34.9588,0.9733,1850,Kenya,millet,0.9285875,6.947697561,6.019110061,7.029600589,6.101013089,11.58146757,1.54790935,1,0.114737526,0.098603967,0.144099592,6401,630,,,
Nakuru,36.6,-0.155,1901,Kenya,millet,0.9285875,4.567964114,3.639376614,7.614946711,6.686359211,8.947886961,1.818949487,1,0.587784741,0.044426911,0.144099592,5401,87,,,
Dag Dag,-11.4,14.48,47,Mali,millet,0.8946375,3.570194227,2.675556727,4.76913333,3.87449583,9.149146655,2.292639887,1,0.424950609,0.077942392,0.103151808,10101,46579,,,
Hombori,-1.68,15.33,288,Mali,millet,0.8946375,2.515051153,1.620413653,5.097196586,4.202559086,7.626721552,2.712927367,1,0.655714217,0.116513658,0.103151808,10001,43,,,
Koutiala,-5.47,12.38,367,Mali,millet,0.8946375,5.326424543,4.431787043,5.374405937,4.479768437,12.84416183,2.15733251,1,0.078179725,0.080037329,0.103151808,10201,157922,,,
Mopti,-4.1,14.52,272,Mali,millet,0.8946375,2.318160873,1.423523373,4.612756016,3.718118516,6.656677336,2.568981834,1,0.543787537,0.088161251,0.103151808,10001,109946,,,
Niono,-5.98462,14.2264,277,Mali,millet,0.8946375,2.425040431,1.530402931,4.65294453,3.75830703,7.049595377,2.600712262,1,0.487549709,0.108700908,0.103151808,10001,79754,,,
Segou,-6.15,13.4,289,Mali,millet,0.8946375,3.103706727,2.209069227,4.906570857,4.011933357,8.552333825,2.465193791,1,0.524988111,0.131230422,0.103151808,10101,297913,,,
Senou,-7.95,12.53,381,Mali,millet,0.8946375,4.718143288,3.823505788,5.147779494,4.253141994,11.85319197,2.247559979,1,0.290601767,0.088384186,0.103151808,10201,36136,,,
Sikasso,-5.68,11.35,375,Mali,millet,0.8946375,5.280131394,4.385493894,5.561495148,4.666857648,13.36595943,2.264657381,1,0.118465598,0.075442859,0.103151808,9401,11638,,,
DIFFA,12.783,13.417,305,Niger,millet,0.402111111,0.891249162,0.489138051,2.145636196,1.743525085,4.758590235,2.146966401,1,0.907338269,0.432409246,0.177669953,10001,43370,,,
Maradi,7.0833,13.4667,373,Niger,millet,0.614333333,1.749036488,1.134703155,4.392953142,3.778619809,5.53902152,1.945531484,1,0.93290952,0.110942826,0.128416843,10001,901535,,,
Niamey,2.17,13.48,227,Niger,millet,0.505,1.692082096,1.187082096,4.043000195,3.538000195,5.618068113,1.676706115,1,0.887416124,0.133941344,0.28955163,10001,867146,,,
Zinder,8.9838,13.779,453,Niger,millet,0.510875,1.262251643,0.751376643,3.424980943,2.914105943,4.372531981,1.769708353,1,1.023565918,0.113246105,0.177476009,10001,860007,,,
Bauchi,9.817,10.283,609,Nigeria,millet,0.755414092,3.724528337,2.969114245,3.766042949,3.010628857,13.09286172,2.655512684,1,,,0.348686712,9301,23766,,,
Bida,6.017,9.1,143,Nigeria,millet,1.12599565,2.17329764,1.04730199,2.231975927,1.105980278,9.342341185,4.840310567,1,,,0.52639054,10401,57652,,,
Gusau,6.7,12.167,469,Nigeria,millet,1.196219148,3.200552794,2.004333646,3.494630112,2.298410964,12.20674816,4.562319957,1,,,0.61415299,9201,22532,,,
Kaduna,7.45,10.6,642,Nigeria,millet,0.832345007,2.980591324,2.148246316,3.042242712,2.209897705,12.17290229,3.399343735,1,,,0.312094749,9401,35865,,,
Kano,8.533,12.05,481,Nigeria,millet,1.169325294,2.653793339,1.484468045,3.052754822,1.883429528,10.06451076,4.434665968,1,,,0.369701059,9101,63277,,,
Katsina,7.617,13.017,427,Nigeria,millet,0.907072197,3.380769346,2.473697149,4.053819586,3.146747389,12.54143343,3.364910294,1,,,0.110837033,10101,15254,,,
Maidu,13.083,11.85,354,Nigeria,millet,0.69165527,2.369664518,1.678009248,2.789502848,2.097847578,9.581027307,2.796500509,1,,,0.260225272,10101,24913,,,
Nguru,10.467,12.883,344,Nigeria,millet,0.823289656,2.147665,1.324375345,3.143616364,2.320326708,9.553454263,3.662237858,1,,,0.347795686,10001,86561,,,
Sokoto,5.25,13.017,302,Nigeria,millet,1.13944781,2.885868945,1.746421134,3.405558011,2.2661102,11.04384598,4.360518914,1,,,0.637262808,10101,272434,,,
Yelwa,4.75,10.883,243,Nigeria,millet,0.848326129,2.569610512,1.721284382,2.957310376,2.108984247,10.68373415,3.52710685,1,,,0.142389573,10301,49161,,,
nig_rfmt3,10.38282003,12.02804567,368,Nigeria,millet,0.69165527,1.500579474,0.808924204,3.729018902,3.037363631,5.210552264,2.401676149,1,,,0.260225272,10101,72209,,,
DODOMA,35.7667,-6.1667,1120,Tanzania,millet,0.833368459,1.342447045,0.509078586,1.95044213,1.117073671,6.159796003,3.823897353,1,,,0.133993772,7101,39735,,,
Singida,34.733,-4.817,1524,Tanzania,millet,0.721847228,2.806506354,2.084659126,3.404467739,2.682620511,9.667075853,2.486419421,1,,,0.340680889,7201,63089,,,
tan_rfmt1,31.47554346,-3.001959579,1257,Tanzania,millet,2.347819595,2.65540255,0.307582955,3.594443894,1.246624299,8.111657138,7.172060438,1,,,,7401,27768,,,
tan_rfmt2,36.35559545,-5.41,1417,Tanzania,millet,0.338948222,2.319925307,1.980977086,3.196378401,2.857430179,7.320256657,1.069512009,1,,,0.478957826,7201,11824,,,
tan_rfmt3,33.31528798,-3.49,1192,Tanzania,millet,1.21170884,2.51336815,1.301659309,3.328557402,2.116848562,7.375709018,3.555870564,1,,,,7301,16307,,,
tan_rfmt4,34.27129503,-5.502213542,1307,Tanzania,millet,0.927984135,2.742896841,1.814912707,3.595428245,2.667444111,8.03354968,2.717931836,1,,,0.190668765,7101,20812,,,
tan_rfmt6,30.93946986,-5.859842209,1149,Tanzania,millet,,1.908533221,1.908533221,1.939094231,1.939094231,5.605690748,,1,,,,7401,1158,,,
tan_rfmt7,34.80780147,-2.764064832,1624,Tanzania,millet,0.582655912,2.682530853,2.099874941,4.067881402,3.485225489,7.715074004,1.675743441,1,,,,7301,527,,,
Bulindi,31.44056,1.47639,1209,Uganda,millet,1.3758,2.484284844,1.108484844,2.660295969,1.284495969,8.221332031,4.552983784,2,0.193871214,0.121494799,0.027879757,7601,574,,,
Gulu,32.28333333,2.783333333,1105,Uganda,millet,1.3758,2.592009586,1.216209586,2.604389023,1.228589023,7.570070853,4.018080618,2,0.161625185,0.15445629,0.027879757,7601,1626,,,
Jinja,33.18333333,0.511,1173,Uganda,millet,1.3758,1.851371078,0.475571078,2.989721487,1.613921487,6.56428879,4.878086639,2,0.296122415,0.076771557,0.027879757,7501,18642,,,
Kitgum,32.8867,3.2783,953,Uganda,millet,1.3758,2.042112809,0.666312809,2.262621612,0.886821612,6.254993047,4.21407642,2,0.213624096,0.216126187,0.027879757,8401,5048,,,
Makerere,32.63333333,0.335,1240,Uganda,millet,1.3758,2.376667968,1.000867968,2.519419934,1.143619934,8.748269512,5.064177814,2,0.127414044,0.101366714,0.027879757,7601,539,,,
Masindi,31.71666667,1.683333333,1147,Uganda,millet,1.3758,2.050264751,0.674464751,2.168309471,0.792509471,7.306073999,4.902633478,2,0.20189037,0.202384473,0.027879757,7601,519,,,
Namulonge,32.615,0.525,1160,Uganda,millet,1.3758,2.50790778,1.13210778,2.632820455,1.257020455,9.085306265,4.984060602,2,0.126383296,0.095928991,0.027879757,7501,524,,,
Soroti,33.61666667,1.716666667,1123,Uganda,millet,1.3758,2.705258949,1.329458949,2.855756666,1.479956666,8.044340708,4.09107008,2,0.117337682,0.103292679,0.027879757,8501,31221,,,
Tororo,34.16666667,0.683333333,1171,Uganda,millet,1.3758,2.748844281,1.373044281,2.816748368,1.440948368,8.084707305,4.046406115,2,0.08963752,0.068928337,0.027879757,7601,10076,,,
uga_rfmt1,31.88266673,1.991090304,1039,Uganda,millet,1.3758,1.944228953,0.568428953,2.156099352,0.780299352,5.797336636,4.102385026,2,0.473145639,0.483941604,0.027879757,7501,11027,,,
Chipata,32.58972222,-13.56222222,1032,Zambia,millet,0.676,6.836876276,6.160876276,7.185734341,6.509734341,15.10571647,1.49358624,1,,,0.650938002,7401,15,,,
Choma,26.988,-16.81166667,1278,Zambia,millet,0.818225162,6.038307372,5.220082209,7.591336215,6.773111053,15.94960176,2.161262203,1,,,0.926870934,7301,75,,,
Livingstone,25.86583333,-17.735,986,Zambia,millet,0.800225162,4.191327075,3.391101913,6.533937985,5.733712823,10.60650992,2.025037886,1,,,0.956364077,7201,303,,,
Mongu,23.1623,-15.2545,1053,Zambia,millet,0.398665446,5.69441184,5.295746394,6.334787892,5.936122446,12.87523444,0.901394424,1,,,,7301,1268,,,
Mpika,31.45444444,-11.83805556,1402,Zambia,millet,0.958911339,7.380124078,6.421212739,7.492742558,6.533831219,19.40641344,2.521506372,1,,,0.439752302,7501,2620,,,
Mumbwa,27.1833,-15.0667,1218,Zambia,millet,0.695509568,5.452401186,4.756891618,7.38394033,6.688430762,14.36059529,1.831840888,1,,,,7301,6,,,
